Id,Chr,Start,End,GC_Percent
ENSMUSG00000029338,chr5,97882783,98031043,39.27
ENSMUSG00000024534,chr18,52767709,52915935,41.52
ENSMUSG00000090175,chr1,88070800,88218997,42.46
ENSMUSG00000028546,chr4,110203722,110351909,40.73
ENSMUSG00000024242,chr17,80580512,80728485,42.95
ENSMUSG00000027560,chr2,170731807,170879769,45.59
ENSMUSG00000062995,chr6,8630527,8778488,42.85
ENSMUSG00000025656,chrX,95048935,95196856,38.73
ENSMUSG00000025092,chr19,58795750,58943654,48.39
ENSMUSG00000026235,chr1,77367185,77515088,42.8
ENSMUSG00000103567,chr18,37694380,37841873,45.17
ENSMUSG00000039621,chr2,166566342,166713832,52.92
ENSMUSG00000031586,chr8,33782643,33929863,46.57
ENSMUSG00000009394,chr6,115134902,115282006,41.82
ENSMUSG00000031442,chr8,12873806,13020905,51.79
ENSMUSG00000022419,chr15,55112317,55259271,44.32
ENSMUSG00000048939,chr16,29231851,29378732,41.4
ENSMUSG00000060212,chr8,125751508,125898317,48.15
ENSMUSG00000035506,chr16,33517328,33664135,45.63
ENSMUSG00000040183,chr4,32804035,32950841,46.56
ENSMUSG00000043154,chr9,101105084,101251795,39.79
ENSMUSG00000033577,chr9,80165031,80311729,40.83
ENSMUSG00000075318,chr2,65620771,65767447,38.8
ENSMUSG00000038168,chr16,25959288,26105784,40.38
ENSMUSG00000027993,chr3,84160439,84306877,45.12
ENSMUSG00000055632,chr2,31314415,31460738,52.08
ENSMUSG00000027508,chr3,9687479,9833679,44.66
ENSMUSG00000028528,chr4,101496631,101642799,43.25
ENSMUSG00000020721,chr11,107547930,107693826,44.14
ENSMUSG00000021738,chr14,13961440,14107302,42.45
ENSMUSG00000024078,chr17,74717732,74863570,42.54
ENSMUSG00000033207,chr19,23302609,23448442,42.33
ENSMUSG00000036782,chrX,23219271,23365082,36.4
ENSMUSG00000022246,chr15,10568969,10714624,44.48
ENSMUSG00000068036,chr17,13760539,13906150,40.81
ENSMUSG00000019790,chr10,9755547,9901079,40.1
ENSMUSG00000038860,chr2,32986224,33131654,45.51
ENSMUSG00000023959,chr17,44134768,44280172,44.73
ENSMUSG00000021051,chr12,75450881,75596245,41.42
ENSMUSG00000024535,chr18,53245662,53390920,44.23
ENSMUSG00000056536,chr1,105518422,105663677,38.51
ENSMUSG00000071757,chr15,57694665,57839832,47.54
ENSMUSG00000032232,chr9,71626509,71771602,46.89
ENSMUSG00000039385,chr15,13028701,13173675,41.85
ENSMUSG00000025531,chrX,113040593,113185517,37.04
ENSMUSG00000061462,chr11,58994256,59139170,51.85
ENSMUSG00000021981,chr14,59440972,59585764,41.15
ENSMUSG00000025810,chr8,128358604,128503363,41.89
ENSMUSG00000034377,chr17,6106437,6251128,44.35
ENSMUSG00000019846,chr10,38965515,39110188,40.82
ENSMUSG00000016200,chr1,192891233,193035775,39.12
ENSMUSG00000048612,chr19,37899036,38043577,44.63
ENSMUSG00000027820,chr3,63241537,63386030,38.46
ENSMUSG00000029772,chr6,29768011,29912310,41.19
ENSMUSG00000038481,chr10,40339564,40483818,41.91
ENSMUSG00000117286,chr5,37085370,37229547,50.01
ENSMUSG00000059810,chr4,62559847,62704001,49.7
ENSMUSG00000038725,chr15,44457494,44601369,36.39
ENSMUSG00000039092,chr2,139493913,139637674,39.22
ENSMUSG00000060923,chr11,30505991,30649587,39.19
ENSMUSG00000016487,chr6,146888487,147032025,43.07
ENSMUSG00000037016,chr3,53513938,53657355,43.86
ENSMUSG00000025020,chr19,41600257,41743665,50.31
ENSMUSG00000059495,chr9,42963842,43107239,41.93
ENSMUSG00000034557,chr4,108637466,108780798,40.29
ENSMUSG00000031174,chrX,10073621,10216920,40.2
ENSMUSG00000056856,chr7,138940730,139083977,48.52
ENSMUSG00000014850,chr13,92211872,92355003,42.68
ENSMUSG00000019841,chr10,39732118,39875211,38.26
ENSMUSG00000039116,chr10,14402583,14545659,39.28
ENSMUSG00000034329,chr11,86058138,86201193,39.34
ENSMUSG00000003418,chr2,13651021,13794064,40.77
ENSMUSG00000036273,chr15,91673175,91816120,40.48
ENSMUSG00000030283,chr6,142821545,142964452,44.26
ENSMUSG00000045636,chr8,40990914,41133726,43.24
ENSMUSG00000037306,chr4,134561690,134704290,51.14
ENSMUSG00000024727,chr19,18749983,18892511,41.05
ENSMUSG00000033767,chr3,83897655,84040175,45.61
ENSMUSG00000042590,chr13,106794439,106936958,40.02
ENSMUSG00000041765,chr14,121878620,122021034,45.12
ENSMUSG00000022105,chr14,73183673,73325822,39.21
ENSMUSG00000043557,chr17,29827949,29970087,50.11
ENSMUSG00000018849,chr11,35838400,35980527,48.02
ENSMUSG00000018501,chr11,62316426,62458541,39.33
ENSMUSG00000020520,chr11,57645442,57787514,50.05
ENSMUSG00000020844,chr11,76257198,76399140,47.81
ENSMUSG00000037973,chr6,55836895,55978735,39.02
ENSMUSG00000026469,chr1,155275701,155417415,39.76
ENSMUSG00000030557,chr7,67231163,67372858,37.85
ENSMUSG00000052917,chr16,56048338,56190012,40.46
ENSMUSG00000092009,chr16,49057486,49199104,39.3
ENSMUSG00000003604,chr2,112492964,112634573,42.31
ENSMUSG00000051022,chr5,39613935,39755475,41.01
ENSMUSG00000024277,chr18,23752333,23893861,44.54
ENSMUSG00000004415,chr5,136741759,136883209,49.72
ENSMUSG00000025932,chr1,14168954,14310235,40.84
ENSMUSG00000036278,chr19,7056810,7198057,54.01
ENSMUSG00000028559,chr4,109061145,109202272,42.44
ENSMUSG00000022150,chr15,6299788,6440712,41.15
ENSMUSG00000021140,chr12,81860023,82000924,42.73
ENSMUSG00000058806,chr10,61838236,61979108,50.97
ENSMUSG00000022353,chr15,58941234,59082005,48.51
ENSMUSG00000021366,chr13,42052021,42192537,44.05
ENSMUSG00000040151,chr3,144429706,144570181,43.11
ENSMUSG00000022148,chr15,6522853,6663313,42.83
ENSMUSG00000019944,chr10,69151434,69291791,44.62
ENSMUSG00000019848,chr10,45178098,45318452,42.07
ENSMUSG00000043719,chr9,105687809,105828160,45.2
ENSMUSG00000045613,chr6,36388084,36528414,38.99
ENSMUSG00000068587,chr6,40628831,40769123,39.7
ENSMUSG00000024855,chr19,5133158,5273119,43.15
ENSMUSG00000027630,chr3,22076652,22216594,41.48
ENSMUSG00000001930,chr6,125546774,125686679,48.13
ENSMUSG00000021557,chr13,59445742,59585227,43.78
ENSMUSG00000055204,chr5,90227166,90366577,37.59
ENSMUSG00000028975,chr4,148960535,149099876,47.65
ENSMUSG00000085576,chr9,24557047,24696293,38.97
ENSMUSG00000031529,chr8,34826460,34965690,41.06
ENSMUSG00000041757,chr1,133164210,133303435,50.32
ENSMUSG00000020160,chr11,18879817,19018985,41.22
ENSMUSG00000046573,chr13,35978395,36117526,42.46
ENSMUSG00000033618,chr16,21794346,21933439,43.96
ENSMUSG00000061887,chr4,106910701,107049694,50.19
ENSMUSG00000024424,chr18,12599896,12738863,45.96
ENSMUSG00000039166,chr10,25169090,25307870,43.08
ENSMUSG00000039959,chr5,135406531,135545120,48.77
ENSMUSG00000024524,chr18,67088216,67226792,44.02
ENSMUSG00000044250,chr15,97247107,97385680,46.24
ENSMUSG00000057147,chr2,114516416,114654964,37.96
ENSMUSG00000060206,chr4,54945048,55083563,44.14
ENSMUSG00000026674,chr1,169972307,170110762,43.09
ENSMUSG00000021448,chr13,51431041,51569487,45.18
ENSMUSG00000067158,chr1,82448423,82586849,43.02
ENSMUSG00000041771,chr12,102128733,102267091,48.36
ENSMUSG00000021972,chr14,64811600,64949871,41.48
ENSMUSG00000000560,chr5,70957597,71095849,36.51
ENSMUSG00000060402,chr7,34674468,34812711,48.73
ENSMUSG00000031644,chr8,60993195,61131346,39.06
ENSMUSG00000022857,chr16,78953008,79091097,36.59
ENSMUSG00000024286,chr18,9312304,9450154,40.5
ENSMUSG00000066551,chr5,149046702,149184489,45.87
ENSMUSG00000045312,chr13,94057796,94195409,46.6
ENSMUSG00000026585,chr1,163779583,163917109,38.39
ENSMUSG00000026565,chr1,165865154,166002678,38.85
ENSMUSG00000020140,chr10,115450311,115587780,42.22
ENSMUSG00000026393,chr1,138482875,138620141,40.81
ENSMUSG00000032740,chr11,29373658,29510808,36.82
ENSMUSG00000040606,chr4,142102390,142239401,51.16
ENSMUSG00000066036,chr4,139352609,139489588,49.26
ENSMUSG00000034021,chr5,150673739,150810690,39.39
ENSMUSG00000024558,chr18,73928486,74065359,47.25
ENSMUSG00000034330,chr8,117498291,117635142,48.87
ENSMUSG00000027878,chr3,98013527,98150361,46.82
ENSMUSG00000030970,chr7,132987563,133124354,48.16
ENSMUSG00000050994,chr10,10335703,10472326,39.3
ENSMUSG00000031997,chr9,8544142,8680741,39.32
ENSMUSG00000031503,chr8,11312805,11449287,49.43
ENSMUSG00000041268,chr9,54365158,54501626,40.38
ENSMUSG00000039219,chr13,14063232,14199603,38.56
ENSMUSG00000057963,chr12,102568582,102704930,51.92
ENSMUSG00000072259,chr7,41153841,41290183,41.81
ENSMUSG00000039210,chr1,187215508,187351704,42.76
ENSMUSG00000026639,chr1,193207699,193343878,46.5
ENSMUSG00000032384,chr9,65908924,66045015,40.38
ENSMUSG00000017843,chr12,110447120,110583062,48.1
ENSMUSG00000037815,chr18,35118859,35254779,40.04
ENSMUSG00000045875,chr14,66635251,66771168,44.2
ENSMUSG00000054580,chr2,60417543,60553308,42.48
ENSMUSG00000006386,chr4,94739289,94874976,41.15
ENSMUSG00000028125,chr3,122044443,122180123,46.58
ENSMUSG00000018412,chr11,104333229,104468861,39.04
ENSMUSG00000022885,chr16,23224740,23360350,45.6
ENSMUSG00000028194,chr3,145758675,145894277,44.29
ENSMUSG00000031257,chrX,134086421,134221956,41.49
ENSMUSG00000048399,chr16,25286817,25422344,40.94
ENSMUSG00000030303,chr6,148047259,148182758,42.16
ENSMUSG00000026594,chr1,156804166,156939626,41.3
ENSMUSG00000054469,chr17,73107985,73243368,41.3
ENSMUSG00000016028,chr15,85898929,86034203,51.12
ENSMUSG00000079055,chr12,81197915,81333180,44.14
ENSMUSG00000030768,chr1,183086266,183221522,44.41
ENSMUSG00000045071,chr4,59626211,59761439,41.9
ENSMUSG00000040524,chr9,65692391,65827564,42.61
ENSMUSG00000051900,chr7,120409647,120544813,39.36
ENSMUSG00000079465,chr1,82586921,82722059,41.61
ENSMUSG00000037509,chr1,34678188,34813309,46.51
ENSMUSG00000029461,chr7,100706635,100841656,41.66
ENSMUSG00000042228,chr4,3678115,3813122,43.09
ENSMUSG00000037942,chr1,172698055,172833031,39.67
ENSMUSG00000031303,chrX,159988433,160123351,39.81
ENSMUSG00000051339,chr5,113086323,113221236,53.13
ENSMUSG00000103793,chr18,37707039,37841873,45.47
ENSMUSG00000040877,chr12,108893631,109028452,48.94
ENSMUSG00000028078,chr3,86786151,86920852,44.18
ENSMUSG00000025261,chrX,151800807,151935417,37.9
ENSMUSG00000068082,chr5,68031835,68166398,39.93
ENSMUSG00000038822,chr10,45577829,45712345,39.13
ENSMUSG00000022790,chr16,38892671,39027159,43.45
ENSMUSG00000056211,chr1,128103301,128237736,37.32
ENSMUSG00000070366,chr7,129257031,129391412,43.43
ENSMUSG00000047996,chrX,78449613,78583896,37.31
ENSMUSG00000033906,chrX,104536969,104671064,38.96
ENSMUSG00000025782,chr2,9914552,10048596,42.7
ENSMUSG00000025224,chr19,46152509,46286510,42.52
ENSMUSG00000027284,chr2,120716154,120850128,41.43
ENSMUSG00000073551,chr18,62607535,62741387,41.18
ENSMUSG00000029134,chr5,32232708,32366520,46.78
ENSMUSG00000021262,chr12,108554720,108688516,45.6
ENSMUSG00000026872,chr2,44983632,45117395,40.96
ENSMUSG00000025278,chr14,7817957,7951588,46.09
ENSMUSG00000026575,chr1,164304121,164437725,41.91
ENSMUSG00000030638,chr7,82173840,82307419,46.85
ENSMUSG00000020646,chr12,24830879,24964397,44.95
ENSMUSG00000017288,chr11,76046226,76179647,44.47
ENSMUSG00000042686,chr1,16964560,17097889,40.29
ENSMUSG00000019647,chr18,47235598,47368870,43.86
ENSMUSG00000033701,chr1,155558120,155691330,40.53
ENSMUSG00000023809,chr17,7170115,7303315,48.88
ENSMUSG00000031333,chrX,104280657,104413856,37.64
ENSMUSG00000019996,chr10,20148471,20281590,44.93
ENSMUSG00000026827,chr2,57237635,57370719,42.12
ENSMUSG00000032456,chr9,98287435,98420438,46.25
ENSMUSG00000005580,chr16,4287529,4420498,44.13
ENSMUSG00000018334,chr11,79013440,79146407,51.17
ENSMUSG00000030498,chr7,51862015,51994975,40.08
ENSMUSG00000037416,chr18,49832670,49965473,35.68
ENSMUSG00000027217,chr2,93201760,93334505,50.74
ENSMUSG00000038576,chr1,182763860,182896591,47.6
ENSMUSG00000025855,chr5,139017306,139150001,49.65
ENSMUSG00000022521,chr16,4081328,4213997,41.46
ENSMUSG00000040570,chr5,8490334,8622952,38.3
ENSMUSG00000020189,chr10,111164752,111297249,40.93
ENSMUSG00000046079,chr5,105699969,105832436,46.76
ENSMUSG00000063931,chr7,34912379,35044708,50.31
ENSMUSG00000039529,chr18,64528967,64661267,43.93
ENSMUSG00000034187,chr11,103821782,103954056,44.26
ENSMUSG00000005089,chr2,102658659,102790784,43.96
ENSMUSG00000046442,chr11,87226906,87359023,43.17
ENSMUSG00000006204,chr7,131174402,131306451,43.94
ENSMUSG00000014496,chr14,31698768,31830651,37.89
ENSMUSG00000001829,chr7,101663633,101795506,46.32
ENSMUSG00000041134,chr16,85421533,85553397,40.22
ENSMUSG00000030556,chr7,67513410,67645268,42.66
ENSMUSG00000025041,chr19,46883317,47015153,43.87
ENSMUSG00000031229,chrX,105797615,105929403,38.38
ENSMUSG00000026571,chr1,165328698,165460475,39.07
ENSMUSG00000064280,chr5,21292961,21424677,41.69
ENSMUSG00000056220,chr1,149829618,149961290,38.88
ENSMUSG00000036745,chr3,146852367,146984009,41.82
ENSMUSG00000053852,chrX,56870163,57001558,39.97
ENSMUSG00000022378,chr15,63929097,64060478,42.47
ENSMUSG00000063077,chr4,149176319,149307693,42.88
ENSMUSG00000031360,chrX,162901238,163032508,42.77
ENSMUSG00000029406,chr5,124118690,124249760,51.53
ENSMUSG00000037627,chr15,36009479,36140400,41.58
ENSMUSG00000055670,chr11,72796226,72927120,43.04
ENSMUSG00000055917,chr12,40315046,40445902,41.19
ENSMUSG00000024054,chr17,71344489,71475343,39.86
ENSMUSG00000063455,chr6,38123174,38254009,46.6
ENSMUSG00000021990,chr14,60634001,60764556,47.38
ENSMUSG00000091415,chr10,41303980,41434534,42.82
ENSMUSG00000037426,chr5,32863701,32994236,42.81
ENSMUSG00000022286,chr15,37233036,37363569,45.07
ENSMUSG00000024812,chr19,24094505,24225030,45.69
ENSMUSG00000022270,chr15,25843180,25973687,45.42
ENSMUSG00000068196,chr16,57624258,57754737,39.56
ENSMUSG00000053965,chr3,122728947,122859374,41.3
ENSMUSG00000011831,chr5,107744795,107875107,40.12
ENSMUSG00000034055,chrX,102513975,102644246,39.84
ENSMUSG00000036523,chr12,16670615,16800886,46.81
ENSMUSG00000039480,chr10,34288288,34418552,41.05
ENSMUSG00000075297,chr10,22158586,22288849,43.68
ENSMUSG00000022685,chr16,13537960,13668170,43.21
ENSMUSG00000026305,chr1,90998737,91128944,47.76
ENSMUSG00000017376,chr11,78567168,78697373,40.51
ENSMUSG00000021061,chr12,76580488,76710547,48.73
ENSMUSG00000052812,chr12,4917353,5047394,39.03
ENSMUSG00000020859,chr11,93996091,94126085,39.87
ENSMUSG00000029814,chr6,49085223,49214957,43.97
ENSMUSG00000010066,chr9,107399612,107529343,52.37
ENSMUSG00000035582,chr7,97919955,98049663,41
ENSMUSG00000036893,chr2,24789928,24919614,42.8
ENSMUSG00000022324,chr15,34306677,34436273,43.65
ENSMUSG00000000440,chr6,115360951,115490399,39.51
ENSMUSG00000032624,chr17,83350931,83480361,40.79
ENSMUSG00000038563,chr7,82648614,82777852,43.05
ENSMUSG00000048120,chr19,40612366,40741602,43.73
ENSMUSG00000031608,chr8,57523828,57653032,43.56
ENSMUSG00000026778,chr2,11172108,11301222,43.48
ENSMUSG00000015243,chr4,53030787,53159895,44.25
ENSMUSG00000015484,chr1,156075966,156205026,46.69
ENSMUSG00000020702,chr11,82176657,82305690,47.68
ENSMUSG00000022186,chr15,4026383,4155344,42.06
ENSMUSG00000026042,chr1,45374321,45503282,36.19
ENSMUSG00000026142,chr1,82316452,82445366,43.2
ENSMUSG00000032502,chr9,111561437,111690348,44
ENSMUSG00000039934,chr5,21186255,21315132,43.5
ENSMUSG00000030850,chr7,130391493,130520369,40.52
ENSMUSG00000022019,chr14,87416639,87545504,39.23
ENSMUSG00000028053,chr3,88950622,89079375,40.65
ENSMUSG00000032845,chr18,65265529,65394066,45.44
ENSMUSG00000025370,chr15,16728756,16857094,35.34
ENSMUSG00000005237,chr11,69420809,69549110,48.59
ENSMUSG00000033671,chr1,155844964,155973255,40.31
ENSMUSG00000020255,chr10,83360221,83488505,44.95
ENSMUSG00000019146,chr15,77991748,78120028,49.39
ENSMUSG00000022265,chr15,27466677,27594909,46.94
ENSMUSG00000079502,chr2,28926949,29055066,49.12
ENSMUSG00000021224,chr12,83794034,83921934,40.91
ENSMUSG00000019986,chr10,20952547,21080429,40.85
ENSMUSG00000019779,chr10,34483399,34611278,37.67
ENSMUSG00000025862,chrX,42149317,42277185,36.93
ENSMUSG00000045555,chr10,40683282,40811083,42.42
ENSMUSG00000059456,chr14,66153257,66281052,46.67
ENSMUSG00000062210,chr18,49979427,50107173,44.18
ENSMUSG00000025262,chrX,151344175,151471842,39.7
ENSMUSG00000036526,chr5,140872990,141000582,48.15
ENSMUSG00000020262,chr10,77290726,77418270,45.76
ENSMUSG00000091685,chr3,79336661,79464129,43.03
ENSMUSG00000026866,chr2,43555329,43682715,37.72
ENSMUSG00000073010,chrX,106583186,106710557,38.4
ENSMUSG00000032411,chr9,96196275,96323646,40.69
ENSMUSG00000034551,chrX,111569931,111697079,36.5
ENSMUSG00000050447,chr2,50066429,50193569,43.3
ENSMUSG00000034151,chr3,75037907,75165034,36.82
ENSMUSG00000103472,chr18,37714764,37841873,45.72
ENSMUSG00000029095,chr5,35757880,35884973,51.8
ENSMUSG00000016541,chr15,85336245,85463212,43.3
ENSMUSG00000044308,chr2,69897246,70024013,38.47
ENSMUSG00000050541,chr11,43774606,43901210,43.83
ENSMUSG00000027344,chr2,118130424,118256966,43.04
ENSMUSG00000075324,chr2,63971507,64098038,38.52
ENSMUSG00000020623,chr11,110399122,110525522,44.55
ENSMUSG00000093903,chrY,13252442,13378804,38.96
ENSMUSG00000047434,chr16,30955144,31081432,49.71
ENSMUSG00000075256,chr2,79330543,79456785,40.05
ENSMUSG00000000538,chr11,60226714,60352905,46.54
ENSMUSG00000027108,chr2,73092801,73218924,38.93
ENSMUSG00000025938,chr1,12866549,12992650,42
ENSMUSG00000091803,chr12,81359026,81485127,40.33
ENSMUSG00000041720,chr16,17280351,17406314,44.2
ENSMUSG00000066877,chr1,43444579,43570515,44.34
ENSMUSG00000037475,chrX,41794991,41920674,37.14
ENSMUSG00000024887,chr19,31982597,32108211,40.61
ENSMUSG00000022897,chr16,94570010,94695517,42.41
ENSMUSG00000033768,chr19,6418731,6544169,53.68
ENSMUSG00000026074,chr1,39900913,40026310,45.68
ENSMUSG00000034438,chr5,105014150,105139540,41.79
ENSMUSG00000032796,chr17,67697259,67822647,45.63
ENSMUSG00000038068,chr13,47122656,47247991,45.37
ENSMUSG00000023886,chr17,14279506,14404790,46.18
ENSMUSG00000027195,chr2,94032689,94157964,40.67
ENSMUSG00000027544,chr2,168476410,168601657,51.52
ENSMUSG00000027207,chr2,125859109,125984299,41.78
ENSMUSG00000028514,chr4,106316213,106441322,41.57
ENSMUSG00000020900,chr11,68691559,68816632,45.72
ENSMUSG00000046743,chr3,38886940,39011985,41.27
ENSMUSG00000036402,chr6,66896397,67021350,43.96
ENSMUSG00000032179,chr9,75775364,75900310,38.03
ENSMUSG00000090124,chr1,88095062,88220002,42.68
ENSMUSG00000000085,chr4,120405281,120530186,39.89
ENSMUSG00000004730,chr17,57358691,57483527,41.16
ENSMUSG00000050945,chr18,5210029,5334807,39.9
ENSMUSG00000046032,chrX,101097786,101222563,40.38
ENSMUSG00000051435,chr4,141890438,142015082,49.54
ENSMUSG00000046991,chr17,14818519,14943158,42.66
ENSMUSG00000068167,chr16,64477810,64602408,38.24
ENSMUSG00000033965,chrX,103697414,103821983,42.62
ENSMUSG00000035236,chr2,39066214,39190734,40.09
ENSMUSG00000073602,chr1,107153940,107278361,39.01
ENSMUSG00000021047,chr12,46694517,46818929,36.35
ENSMUSG00000026971,chr2,60598292,60722643,43.1
ENSMUSG00000009681,chr10,75060592,75184921,48.93
ENSMUSG00000035877,chr2,160748708,160872998,42.71
ENSMUSG00000024049,chr17,71002633,71126856,43.34
ENSMUSG00000025013,chr19,41082753,41206835,47.71
ENSMUSG00000030671,chr7,114415281,114539251,36.67
ENSMUSG00000038578,chr4,59314683,59438633,44.81
ENSMUSG00000033423,chr4,117550365,117674297,47.08
ENSMUSG00000036885,chr3,62338344,62462221,41.76
ENSMUSG00000030774,chr7,97788541,97912381,39.85
ENSMUSG00000027312,chr2,130906495,131030333,41.19
ENSMUSG00000014547,chr14,62837678,62961509,43.64
ENSMUSG00000048000,chr1,87326998,87450796,39.42
ENSMUSG00000032570,chr9,105403539,105527319,41.01
ENSMUSG00000046449,chrX,104077434,104201185,38.8
ENSMUSG00000039046,chr2,6322667,6446390,43.26
ENSMUSG00000040363,chrX,12036740,12160355,51.07
ENSMUSG00000022995,chr1,181896384,182019990,40.12
ENSMUSG00000052133,chr16,35541145,35664732,49.41
ENSMUSG00000021947,chr14,57274993,57398529,45.66
ENSMUSG00000022811,chr16,33380836,33504363,40.48
ENSMUSG00000062590,chr1,86154780,86278284,46.96
ENSMUSG00000039987,chr5,20758663,20882124,39.6
ENSMUSG00000053166,chr2,165111507,165234853,52.52
ENSMUSG00000031703,chr8,85717578,85840921,38.5
ENSMUSG00000008763,chr3,100562208,100685503,38.75
ENSMUSG00000035437,chr2,37443279,37566454,39.07
ENSMUSG00000031139,chrX,60055956,60179089,38.98
ENSMUSG00000074634,chr13,119488039,119611059,47.58
ENSMUSG00000021541,chr13,56773113,56895993,47.58
ENSMUSG00000079262,chr6,142085761,142208521,39.76
ENSMUSG00000017286,chr11,76120987,76243725,44.18
ENSMUSG00000064090,chr11,26471322,26593999,39.85
ENSMUSG00000040969,chr3,133112278,133234949,40.22
ENSMUSG00000024533,chr18,67488209,67610790,42.55
